"Name of Building/Facility","Address of Building/Facility - Street","Address of Building/Facility - District","Address of Building/Facility - Region","Location of Water Dispenser","Latitude","Longitude","Type of Water Dispenser","Number of Water Dispenser","Service Hours (From)","Service Hours (To)","Service Hours (Exception)","Water Temperature","Indoor/Outdoor","Remarks"
"Kwai Chung Sports Ground","93 Hing Shing Road, Kwai Chung , N.T.","Kwai Tsing","New Territories","Corridor under covered spectator stand (near main entrance of Ladies' Changing Room)",22.358544,114.124992,"Fountain type",2,"06:15","22:30","Maintenance Day","Cold","Outdoor",
"Kwai Chung Sports Ground","93 Hing Shing Road, Kwai Chung , N.T.","Kwai Tsing","New Territories","Corridor under covered spectator stand (near back entrance of Men's Changing Room)",22.358707,114.125213,"Fountain type",2,"06:15","22:30","Maintenance Day","Cold","Outdoor",
"Kwai Shing Circuit Playground","Kwai Shing Circuit, Kwai Chung, N.T.","Kwai Tsing","New Territories","Near the entrance of Ladies' Toilet",22.361931,114.127983,"Fountain type",2,"00:00","24:00",,"Cold","Outdoor",
"Kwai Shing Playground","Kwai Shing Circuit, Kwai Chung, N.T.","Kwai Tsing","New Territories","Outside Tennis Court",22.361621,114.125651,"Fountain type",2,"00:00","24:00",,"Cold","Outdoor",
"Kwai Shing Swimming Pool","306 Kwai Shing Circuit, Kwai Chung","Kwai Tsing","New Territories","Near First Aid Room",22.359132," 114.122550","Fountain type",2,"06:30","22:00  ","Session breaks, Weekly Cleansing Day, Annual Maintenance and Opening Schedule for Winter. For details, please visit our webpage: http://www.lcsd.gov.hk/en/beach/swim-intro/swim-location-hk.html
","Cold","Outdoor","For use by venue / facility users"
"Kwai Shing Swimming Pool","306 Kwai Shing Circuit, Kwai Chung","Kwai Tsing","New Territories","Near the men's changing room at Pool Deck",22.359132," 114.122550","Fountain type",2,"06:30","22:00  ","Session breaks, Weekly Cleansing Day, Annual Maintenance and Opening Schedule for Winter. For details, please visit our webpage: http://www.lcsd.gov.hk/en/beach/swim-intro/swim-location-hk.html
","Cold","Outdoor","For use by venue / facility users"
"Lai King Sports Centre","60 Lai Cho Road, Kwai Chung.","Kwai Tsing","New Territories","Near Baby Care Room at the Lobby",22.349796,114.127689,"Fountain type",2,"07:00","23:00","Maintenance Day","Hot /Ambient temperature / Cold","Indoor",
"Liu To Road Playground","Liu To Road, Tsing Yi, N.T.","Kwai Tsing","New Territories","Outside Toilet Block",22.355923,114.097189,"Fountain type",2,"00:00","24:00",,"Cold","Outdoor",
"Nga Ying Chau Garden","Tsing King Road, Tsing Yi, N.T.","Kwai Tsing","New Territories","The entrance close to Maritime Square",22.360158,114.106251,"Fountain type",1,"00:00","24:00",,"Ambient temperature","Outdoor",
"Nga Ying Chau Garden","Tsing King Road, Tsing Yi, N.T.","Kwai Tsing","New Territories","The entrance close to Maritime Square",22.360911,114.106249,"Fountain type",1,"00:00","24:00",,"Ambient temperature","Outdoor",
"North Kwai Chung Jockey Club Swimming Pool","290 Wo Yi Hop Road, Kwai Chung","Kwai Tsing","New Territories","Near the men's changing room entrance at Pool Deck",22.372758,114.136701,"Fountain type",1,"06:30","22:00  ","Session breaks, Weekly Cleansing Day, Annual Maintenance and Opening Schedule for Winter. For details, please visit our webpage: http://www.lcsd.gov.hk/en/beach/swim-intro/swim-location-hk.html
","Cold","Outdoor","For use by venue / facility users"
"North Kwai Chung Jockey Club Swimming Pool","290 Wo Yi Hop Road, Kwai Chung","Kwai Tsing","New Territories","Near the ladies' changing room entrance at Pool Deck",22.372758,114.136701,"Fountain type",1,"06:30","22:00  ","Session breaks, Weekly Cleansing Day, Annual Maintenance and Opening Schedule for Winter. For details, please visit our webpage: http://www.lcsd.gov.hk/en/beach/swim-intro/swim-location-hk.html
","Cold","Outdoor","For use by venue / facility users"
"North Kwai Chung Jockey Club Swimming Pool","290 Wo Yi Hop Road, Kwai Chung","Kwai Tsing","New Territories","Outside accessible toilet at Pool Deck",22.372758,114.136701,"Fountain type",1,"06:30","22:00  ","Session breaks, Weekly Cleansing Day, Annual Maintenance and Opening Schedule for Winter. For details, please visit our webpage: http://www.lcsd.gov.hk/en/beach/swim-intro/swim-location-hk.html
","Cold","Outdoor","For use by venue / facility users"
"North Kwai Chung Jockey Club Swimming Pool","290 Wo Yi Hop Road, Kwai Chung","Kwai Tsing","New Territories","Lobby near the pool office",22.372758,114.136701,"Fountain type",1,"06:30","22:00  ","Session breaks, Weekly Cleansing Day, Annual Maintenance and Opening Schedule for Winter. For details, please visit our webpage: http://www.lcsd.gov.hk/en/beach/swim-intro/swim-location-hk.html
","Hot / Cold","Indoor","For use by venue / facility users"
"North Kwai Chung Tang Shiu Kin Sports Centre","292 Wo Yi Hop Road, Kwai Chung","Kwai Tsing","New Territories","Lobby",22.3742,114.1374,"Fountain type",1,"07:00","23:00","Maintenance Day","Cold","Indoor",
"North Kwai Chung Tang Shiu Kin Sports Centre","292 Wo Yi Hop Road, Kwai Chung","Kwai Tsing","New Territories","Lobby",22.37411,114.137484,"Fountain type",1,"07:00","23:00","Maintenance Day","Ambient temperature / Cold","Indoor",
"Osman Ramju Sadick Memorial Sports Centre","No.176, Hing Fong Road, Kwai Chung, New Territories","Kwai Tsing","New Territories","Opposite the Check-In Counter",22.361411,114.129503,"Fountain type",1,"07:00","23:00","Maintenance Day","Ambient temperature / Cold","Indoor",
"Osman Ramju Sadick Memorial Sports Centre","No.176, Hing Fong Road, Kwai Chung, New Territories","Kwai Tsing","New Territories","Opposite the Check-In Counter",22.361411,114.129503,"Fountain type",1,"07:00","23:00","Maintenance Day","Hot /Ambient temperature / Cold","Indoor",
"Shek Lei Street Tennis Courts","Shek Lei Street, Kwai Chung, N.T.","Kwai Tsing","New Territories","Next to the Office",22.367843,114.141988,"Fountain type",1,"00:00","24:00",,"Cold","Outdoor",
"Shek Pai Street Park","Shek Pai Street, Kwai Chung, N.T.","Kwai Tsing","New Territories","Next to the entrance of Ladies' Toilet",22.363692,114.137573,"Fountain type",2,"00:00","24:00",,"Cold","Outdoor",
"Shek Yam Lei Muk Road Park","Lei Muk Road, Kwai Chung, N.T.","Kwai Tsing","New Territories","Next to the entrance of Men's Toilet",22.371165,114.137719,"Fountain type",2,"00:00","24:00",,"Ambient temperature","Outdoor",
"Tai Loong Street Playground","Tai Loong Street, Kwai Chung, N.T.","Kwai Tsing","New Territories","Next to the Roller Skating Rinks",22.365711,114.137757,"Fountain type",2,"00:00","24:00",,"Ambient temperature","Outdoor",
"Tai Wo Hau Sports Centre","39 Tai Ha Street, Tai Wo Hau, Kwai Chung, New Territories","Kwai Tsing","New Territories","Near the First Aid Room on the G/F",22.370152,114.125057,"Fountain type",1,"07:00","23:00","Maintenance Day","Hot / Cold","Indoor",
"Tai Wo Hau Sports Centre","39 Tai Ha Street, Tai Wo Hau, Kwai Chung, New Territories","Kwai Tsing","New Territories","Near accessible Toilet at 1/F Lobby",22.370152,114.125057,"Fountain type",1,"07:00","23:00","Maintenance Day","Cold","Indoor",
"Tsing Yi Northeast Park","No. 10, Tam Kon Shan Road, Tsing Yi","Kwai Tsing","New Territories","Artificial Turf Pitch",22.361628,114.098235,"Fountain type",2,"05:30","23:30",,"Ambient temperature","Outdoor",
"Tsing Yi Northeast Park","No. 10, Tam Kon Shan Road, Tsing Yi","Kwai Tsing","New Territories","Basketball cum Volley Ball Courts",22.361841,114.098407,"Fountain type",2,"05:30","23:30",,"Ambient temperature","Outdoor",
"Tsing Yi Northeast Park","No. 10, Tam Kon Shan Road, Tsing Yi","Kwai Tsing","New Territories","Gateball Court",22.363179,114.099603,"Fountain type",1,"05:30","23:30",,"Ambient temperature","Outdoor",
"Tsing Yi Northeast Park","No. 10, Tam Kon Shan Road, Tsing Yi","Kwai Tsing","New Territories","Jogging Trail",22.363325,114.099428,"Fountain type",1,"05:30","23:30",,"Ambient temperature","Outdoor",
"Tsing Yi Northeast Park","No. 10, Tam Kon Shan Road, Tsing Yi","Kwai Tsing","New Territories","Skateboard Arena",22.361957,114.098985,"Fountain type",1,"05:30","23:30",,"Ambient temperature","Outdoor",
"Tsing Yi Northeast Park","No. 10, Tam Kon Shan Road, Tsing Yi","Kwai Tsing","New Territories","Cycling Track ",22.361786,114.099002,"Fountain type",1,"05:30","23:30",,"Ambient temperature","Outdoor",
"Tsing Yi Park","No. 60, Tsing King Road, Tsing Yi, N.T.","Kwai Tsing","New Territories","Near Water Heater Room of Men's Changing Room ",22.354936,114.105351,"Fountain type",4,"00:00","24:00",,"Ambient temperature / Cold","Outdoor",
"Tsing Yi Promenade","Nga Ying Chau Street, Tsing Yi, N.T.","Kwai Tsing","New Territories","Along Jogging Track at Area 3 Portion and the Piazza(1)",22.354431,114.108851,"Fountain type",1,"00:00","24:00",,"Ambient temperature","Outdoor",
"Tsing Yi Promenade","Nga Ying Chau Street, Tsing Yi, N.T.","Kwai Tsing","New Territories","Along Jogging Track at Area 3 Portion and the Piazza(2)",22.354931,114.108921,"Fountain type",1,"00:00","24:00",,"Ambient temperature","Outdoor",
"Tsing Yi Promenade","Nga Ying Chau Street, Tsing Yi, N.T.","Kwai Tsing","New Territories","Along Jogging Track at Area 3 Portion and the Piazza(3)",22.355652,114.108891,"Fountain type",1,"00:00","24:00",,"Ambient temperature","Outdoor",
"Tsing Yi Promenade","Nga Ying Chau Street, Tsing Yi, N.T.","Kwai Tsing","New Territories","Along Jogging Track at Area 3 Portion and the Piazza(4)",22.356192,114.108831,"Fountain type",1,"00:00","24:00",,"Ambient temperature","Outdoor",
"Tsing Yi Promenade","Nga Ying Chau Street, Tsing Yi, N.T.","Kwai Tsing","New Territories","Along Jogging Track at Area 3 Portion and the Piazza(5)",22.356668,114.108801,"Fountain type",1,"00:00","24:00",,"Ambient temperature","Outdoor",
"Tsing Yi Promenade","Nga Ying Chau Street, Tsing Yi, N.T.","Kwai Tsing","New Territories","Along Jogging Track at Area 3 Portion and the Piazza(6)",22.360236,114.108612,"Fountain type",1,"00:00","24:00",,"Ambient temperature","Outdoor",
"Tsing Yi Promenade","Nga Ying Chau Street, Tsing Yi, N.T.","Kwai Tsing","New Territories","Along Jogging Track at Area 3 Portion and the Piazza(7)",22.354431,114.108163,"Fountain type",1,"00:00","24:00",,"Ambient temperature","Outdoor",
"Tsing Yi Southwest Sports Centre","70 Chung Mei Road, Tsing Yi, New Territories","Kwai Tsing","New Territories","Near Changing Rooms at the 1/F Lobby",22.351278,114.10215,"Fountain type",2,"07:00","23:00","Maintenance Day","Ambient temperature","Indoor",
"Tsing Yi Southwest Sports Centre","70 Chung Mei Road, Tsing Yi, New Territories","Kwai Tsing","New Territories","Near Vending Machine at the 2/F Lobby",22.351278,114.10215,"Fountain type",2,"07:00","23:00","Maintenance Day","Ambient temperature","Indoor",
"Tsing Yi Southwest Sports Centre","70 Chung Mei Road, Tsing Yi, New Territories","Kwai Tsing","New Territories","3/F Lobby",22.351278,114.10215,"Fountain type",2,"07:00","23:00","Maintenance Day","Ambient temperature","Indoor",
"Tsing Yi Southwest Swimming Pool","70 Chung Mei Road, Tsing Yi","Kwai Tsing","New Territories","Lobby near registration counter of family changing room",22.351128,114.101889,"Fountain type",2,"06:30","22:00","Session breaks, Weekly Cleansing Day, Annual Maintenance and Opening Schedule for Winter. For details, please visit our webpage: http://www.lcsd.gov.hk/en/beach/swim-intro/swim-location-hk.html
","Cold","Indoor","For use by venue / facility users"
"Tsing Yi Southwest Swimming Pool","70 Chung Mei Road, Tsing Yi","Kwai Tsing","New Territories","Warm Up Area at Pool Deck",22.351128,114.101889,"Fountain type",2,"06:30","22:00","Session breaks, Weekly Cleansing Day, Annual Maintenance and Opening Schedule for Winter. For details, please visit our webpage: http://www.lcsd.gov.hk/en/beach/swim-intro/swim-location-hk.html
","Cold","Indoor","For use by venue / facility users"
"Tsing Yi Sports Centre","2/F, Tsing Yi Municipal Services Building, 38 Tsing Luk Street, Tsing Yi, ","Kwai Tsing","New Territories","Near Vending Machine at the Lobby",22.354128,114.106465,"Fountain type",2,"07:00","23:00","Maintenance Day","Hot / Cold","Indoor",
"Tsing Yi Sports Ground","51 Tsing King Road, Tsing Yi, New Territories","Kwai Tsing","New Territories","Outside Men's Toilet (G/F)",22.356377,114.107481,"Fountain type",1,"06:15","22:30","Maintenance Day","Ambient temperature","Outdoor",
"Tsing Yi Sports Ground","51 Tsing King Road, Tsing Yi, New Territories","Kwai Tsing","New Territories","Outside Ladies' Toilet (G/F)",22.356023,114.107481,"Fountain type",1,"06:15","22:30","Maintenance Day","Ambient temperature","Outdoor",
"Tsing Yi Swimming Pool","51, Tsing King Road, Tsing Yi","Kwai Tsing","New Territories","Near the entrance of family changing room",22.357793,114.107408,"Fountain type",2,"06:30","22:00","Session breaks, Weekly Cleansing Day, Annual Maintenance and Opening Schedule for Winter. For details, please visit our webpage: http://www.lcsd.gov.hk/en/beach/swim-intro/swim-location-hk.html
","Cold","Indoor","For use by venue / facility users"
"Wo Yi Hop Road Sports Ground","298 Wo Yi Hop Road, Kwai Chung, N.T.","Kwai Tsing","New Territories","Outside Ladies' Changing Room",22.374526,114.136561,"Fountain type",2,"00:00","24:00","Maintenance Day","Cold","Outdoor",
"Wo Yi Hop Road Sports Ground","298 Wo Yi Hop Road, Kwai Chung, N.T.","Kwai Tsing","New Territories","Near the Store Room next to the Spectator Stand",22.374285,114.136561,"Fountain type",1,"06:15","22:30","Maintenance Day","Hot / Cold","Outdoor",
"Fan Leng Lau Road Playground","Fanling Lau Road, Fanling","North","New Territories","Near Gateball Court(1)",22.500614,114.141034,"Fountain type",1,"00:00","24:00",,"Ambient temperature","Outdoor",
"Fan Leng Lau Road Playground","Fanling Lau Road, Fanling","North","New Territories","Near Gateball Court(2)",22.500437,114.140836,"Fountain type",1,"00:00","24:00",,"Cold","Outdoor",
"Fanling Hong Lok Park","Cheung Wah Estate, J/O San Wah Road/ Jockey Club Road","North","New Territories","Outside Magnolia Garden",22.492299,114.143503,"Fountain type",1,"06:00","23:30",,"Ambient temperature","Outdoor",
"Fanling Hong Lok Park","Cheung Wah Estate, J/O San Wah Road/ Jockey Club Road","North","New Territories","Near Children's Playground Area",22.491699,114.143776,"Fountain type",1,"06:00","23:30",,"Ambient temperature","Outdoor",
"Fanling Recreation Ground (Stage I)","No. 55 San Wan Road, Fanling, N.T","North","New Territories","Outside Office (Near Basketball Court)  ",22.493571,114.138375,"Fountain type",2,"06:30","23:00","Maintenance Day","Ambient temperature","Outdoor",
"Fanling Swimming Pool","No.73, san wan road, Fanling","North","New Territories","Training Pool (Outside Toilet)",22.495198,114.135602,"Fountain type",1,"06:30","22:00","Session breaks, Weekly Cleansing Day, Annual Maintenance and Opening Schedule for Winter. For details, please visit our webpage: http://www.lcsd.gov.hk/en/beach/swim-intro/swim-location-hk.html
","Ambient temperature","Indoor","For use by venue / facility users"
"Fanling Swimming Pool","No.73, san wan road, Fanling","North","New Territories","Access of Spectator Stand",22.494982,114.136197,"Fountain type",1,"06:30","22:00","Session breaks, Weekly Cleansing Day, Annual Maintenance and Opening Schedule for Winter. For details, please visit our webpage: http://www.lcsd.gov.hk/en/beach/swim-intro/swim-location-hk.html
","Ambient temperature","Indoor","For use by venue / facility users"
"Fanling Swimming Pool","No.73, san wan road, Fanling","North","New Territories","Secondary Pool (Near Outdoor Lockers)",22.494746,114.136693,"Fountain type",1,"06:30","22:00","Session breaks, Weekly Cleansing Day, Annual Maintenance and Opening Schedule for Winter. For details, please visit our webpage: http://www.lcsd.gov.hk/en/beach/swim-intro/swim-location-hk.html
","Ambient temperature","Outdoor","For use by venue / facility users"
"Fanling Swimming Pool","No.73, san wan road, Fanling","North","New Territories","Secondary Pool (Near First Aid Room)",22.494381,114.136216,"Fountain type",1,"06:30","22:00","Session breaks, Weekly Cleansing Day, Annual Maintenance and Opening Schedule for Winter. For details, please visit our webpage: http://www.lcsd.gov.hk/en/beach/swim-intro/swim-location-hk.html
","Ambient temperature","Outdoor","For use by venue / facility users"
"Fanling Swimming Pool","No.73, san wan road, Fanling","North","New Territories","Main Pool (Near First Aid Room)",22.494427,114.136206,"Fountain type",1,"06:30","22:00","Session breaks, Weekly Cleansing Day, Annual Maintenance and Opening Schedule for Winter. For details, please visit our webpage: http://www.lcsd.gov.hk/en/beach/swim-intro/swim-location-hk.html
","Ambient temperature","Outdoor","For use by venue / facility users"
"Fanling Swimming Pool","No.73, san wan road, Fanling","North","New Territories","Lobby (Near Security Room)",22.495218,114.136041,"Fountain type",1,"06:30","22:00","Session breaks, Weekly Cleansing Day, Annual Maintenance and Opening Schedule for Winter. For details, please visit our webpage: http://www.lcsd.gov.hk/en/beach/swim-intro/swim-location-hk.html
","Ambient temperature","Outdoor","For use by venue / facility users"
"Kat Cheung Crescent Garden","29A Kat Cheung Crescent Street, Fanling","North","New Territories","Near Store Room",22.496483,114.131861,"Fountain type",1,"00:00","24:00",,"Cold","Outdoor",
"Kwu Tung Grass Soccer Pitch","No.3 Ho Sheung Heung Road,   Sheung Shui, ","North","New Territories","Outside office",22.504531,114.100069,"Fountain type",1,"08:00","22:30",,"Cold","Outdoor",
"Kwu Tung Playground","Ho Sheung Heung Road,   Kwu Tung, N.T.","North","New Territories","Near 5-a-side Soccer Pitch",22.504457,114.1005,"Fountain type",1,"00:00","24:00",,"Ambient temperature","Outdoor",
